area_name,area_code,date,new_cases,total_cases
Bexley,E09000004,31/03/2020,21,205
Brent,E09000005,31/03/2020,46,586
Bromley,E09000006,31/03/2020,46,414
Camden,E09000007,31/03/2020,18,245
Croydon,E09000008,31/03/2020,47,515
Ealing,E09000009,31/03/2020,39,421
Enfield,E09000010,31/03/2020,26,290
Greenwich,E09000011,31/03/2020,31,251
Hackney and City of London,E09000012,31/03/2020,32,263
Hammersmith and Fulham,E09000013,31/03/2020,19,213
Haringey,E09000014,31/03/2020,18,239
Harrow,E09000015,31/03/2020,27,391
Havering,E09000016,31/03/2020,27,180
Hillingdon,E09000017,31/03/2020,32,274
Hounslow,E09000018,31/03/2020,22,257
Islington,E09000019,31/03/2020,19,213
Kensington and Chelsea,E09000020,31/03/2020,19,235
Kingston upon Thames,E09000021,31/03/2020,12,151
Lambeth,E09000022,31/03/2020,42,553
Lewisham,E09000023,31/03/2020,38,362
Merton,E09000024,31/03/2020,27,274
Newham,E09000025,31/03/2020,45,371
Redbridge,E09000026,31/03/2020,28,247
Richmond upon Thames,E09000027,31/03/2020,16,178
Southwark,E09000028,31/03/2020,34,547
Sutton,E09000029,31/03/2020,19,211
Tower Hamlets,E09000030,31/03/2020,25,263
Waltham Forest,E09000031,31/03/2020,39,295
Wandsworth,E09000032,31/03/2020,41,461
Westminster,E09000033,31/03/2020,12,340
Barking and Dagenham,E09000002,01/04/2020,22,186
Barnet,E09000003,01/04/2020,37,590
Bexley,E09000004,01/04/2020,30,235
Brent,E09000005,01/04/2020,56,642
Bromley,E09000006,01/04/2020,49,463
Camden,E09000007,01/04/2020,19,264
Croydon,E09000008,01/04/2020,56,571
Ealing,E09000009,01/04/2020,26,447
Enfield,E09000010,01/04/2020,27,317
Greenwich,E09000011,01/04/2020,32,283
Hackney and City of London,E09000012,01/04/2020,34,297
Hammersmith and Fulham,E09000013,01/04/2020,27,240
Haringey,E09000014,01/04/2020,23,262
Harrow,E09000015,01/04/2020,23,414
Havering,E09000016,01/04/2020,30,210
Hillingdon,E09000017,01/04/2020,22,296
Hounslow,E09000018,01/04/2020,32,289
Islington,E09000019,01/04/2020,17,230
Kensington and Chelsea,E09000020,01/04/2020,16,251
Kingston upon Thames,E09000021,01/04/2020,9,160
Lambeth,E09000022,01/04/2020,49,602
Lewisham,E09000023,01/04/2020,37,399
Merton,E09000024,01/04/2020,27,301
Newham,E09000025,01/04/2020,40,411
Redbridge,E09000026,01/04/2020,22,269
Richmond upon Thames,E09000027,01/04/2020,15,193
Southwark,E09000028,01/04/2020,59,606
Sutton,E09000029,01/04/2020,37,248
Tower Hamlets,E09000030,01/04/2020,24,287
Waltham Forest,E09000031,01/04/2020,25,320
Wandsworth,E09000032,01/04/2020,39,500
Westminster,E09000033,01/04/2020,18,358
Barking and Dagenham,E09000002,02/04/2020,26,212
Barnet,E09000003,02/04/2020,65,655
Bexley,E09000004,02/04/2020,26,261
Brent,E09000005,02/04/2020,59,701
Bromley,E09000006,02/04/2020,39,502
Camden,E09000007,02/04/2020,26,290
Croydon,E09000008,02/04/2020,82,653
Ealing,E09000009,02/04/2020,44,491
Enfield,E09000010,02/04/2020,29,346
Greenwich,E09000011,02/04/2020,27,310
Hackney and City of London,E09000012,02/04/2020,38,335
Hammersmith and Fulham,E09000013,02/04/2020,21,261
Haringey,E09000014,02/04/2020,28,290
Harrow,E09000015,02/04/2020,31,445
Havering,E09000016,02/04/2020,32,242
Hillingdon,E09000017,02/04/2020,18,314
Hounslow,E09000018,02/04/2020,33,322
Islington,E09000019,02/04/2020,21,251
Kensington and Chelsea,E09000020,02/04/2020,21,272
Kingston upon Thames,E09000021,02/04/2020,16,176
Lambeth,E09000022,02/04/2020,42,644
Lewisham,E09000023,02/04/2020,55,454
Merton,E09000024,02/04/2020,33,334
Newham,E09000025,02/04/2020,34,445
Redbridge,E09000026,02/04/2020,30,299
Richmond upon Thames,E09000027,02/04/2020,8,201
Southwark,E09000028,02/04/2020,48,654
Sutton,E09000029,02/04/2020,28,276
Tower Hamlets,E09000030,02/04/2020,29,316
Waltham Forest,E09000031,02/04/2020,27,347
Wandsworth,E09000032,02/04/2020,38,538
Westminster,E09000033,02/04/2020,17,375
Barking and Dagenham,E09000002,03/04/2020,17,229
Barnet,E09000003,03/04/2020,37,692
Bexley,E09000004,03/04/2020,31,292
Brent,E09000005,03/04/2020,55,756
Bromley,E09000006,03/04/2020,31,533
Camden,E09000007,03/04/2020,19,309
Croydon,E09000008,03/04/2020,49,702
Ealing,E09000009,03/04/2020,31,522
Enfield,E09000010,03/04/2020,26,372
Greenwich,E09000011,03/04/2020,26,336
Hackney and City of London,E09000012,03/04/2020,28,363
Hammersmith and Fulham,E09000013,03/04/2020,20,281
Haringey,E09000014,03/04/2020,27,317
Harrow,E09000015,03/04/2020,23,468
Havering,E09000016,03/04/2020,37,279
Hillingdon,E09000017,03/04/2020,44,358
Hounslow,E09000018,03/04/2020,25,347
Islington,E09000019,03/04/2020,15,266
Kensington and Chelsea,E09000020,03/04/2020,15,287
Kingston upon Thames,E09000021,03/04/2020,20,196
Lambeth,E09000022,03/04/2020,40,684
Lewisham,E09000023,03/04/2020,51,505
Merton,E09000024,03/04/2020,23,357
Newham,E09000025,03/04/2020,60,505
Redbridge,E09000026,03/04/2020,21,320
Richmond upon Thames,E09000027,03/04/2020,15,216
Southwark,E09000028,03/04/2020,53,707
Sutton,E09000029,03/04/2020,21,297
Tower Hamlets,E09000030,03/04/2020,36,352
Waltham Forest,E09000031,03/04/2020,31,378
Wandsworth,E09000032,03/04/2020,28,566
Westminster,E09000033,03/04/2020,27,402
Barking and Dagenham,E09000002,04/04/2020,17,246
Barnet,E09000003,04/04/2020,38,730
Bexley,E09000004,04/04/2020,28,320
Brent,E09000005,04/04/2020,49,805
Bromley,E09000006,04/04/2020,37,570
Camden,E09000007,04/04/2020,23,332
Croydon,E09000008,04/04/2020,48,750
Ealing,E09000009,04/04/2020,26,548
Enfield,E09000010,04/04/2020,19,391
Greenwich,E09000011,04/04/2020,15,351
Hackney and City of London,E09000012,04/04/2020,26,389
Hammersmith and Fulham,E09000013,04/04/2020,16,297
Haringey,E09000014,04/04/2020,17,334
Harrow,E09000015,04/04/2020,26,494
Havering,E09000016,04/04/2020,21,300
Hillingdon,E09000017,04/04/2020,17,375
Hounslow,E09000018,04/04/2020,17,364
Islington,E09000019,04/04/2020,17,283
Kensington and Chelsea,E09000020,04/04/2020,7,294
Kingston upon Thames,E09000021,04/04/2020,11,207
Lambeth,E09000022,04/04/2020,32,716
Lewisham,E09000023,04/04/2020,29,534
Merton,E09000024,04/04/2020,15,372
Newham,E09000025,04/04/2020,46,551
Redbridge,E09000026,04/04/2020,27,347
Richmond upon Thames,E09000027,04/04/2020,8,224
Southwark,E09000028,04/04/2020,38,745
Sutton,E09000029,04/04/2020,7,304
Tower Hamlets,E09000030,04/04/2020,21,373
Waltham Forest,E09000031,04/04/2020,23,401
Wandsworth,E09000032,04/04/2020,28,594
Westminster,E09000033,04/04/2020,16,418
Barking and Dagenham,E09000002,05/04/2020,19,265
Barnet,E09000003,05/04/2020,40,770
Bexley,E09000004,05/04/2020,20,340
Brent,E09000005,05/04/2020,36,841
Bromley,E09000006,05/04/2020,28,598
Camden,E09000007,05/04/2020,16,348
Croydon,E09000008,05/04/2020,35,785
Ealing,E09000009,05/04/2020,14,562
Enfield,E09000010,05/04/2020,14,405
Greenwich,E09000011,05/04/2020,25,376
Hackney and City of London,E09000012,05/04/2020,22,411
Hammersmith and Fulham,E09000013,05/04/2020,10,307
Haringey,E09000014,05/04/2020,9,343
Harrow,E09000015,05/04/2020,26,520
Havering,E09000016,05/04/2020,23,323
Hillingdon,E09000017,05/04/2020,16,391
Hounslow,E09000018,05/04/2020,19,383
Islington,E09000019,05/04/2020,5,288
Kensington and Chelsea,E09000020,05/04/2020,6,300
Kingston upon Thames,E09000021,05/04/2020,9,216
Lambeth,E09000022,05/04/2020,18,734
Lewisham,E09000023,05/04/2020,32,566
Merton,E09000024,05/04/2020,17,389
Newham,E09000025,05/04/2020,26,577
Redbridge,E09000026,05/04/2020,23,370
Richmond upon Thames,E09000027,05/04/2020,7,231
Southwark,E09000028,05/04/2020,26,771
Sutton,E09000029,05/04/2020,10,314
Tower Hamlets,E09000030,05/04/2020,19,392
Waltham Forest,E09000031,05/04/2020,27,428
Wandsworth,E09000032,05/04/2020,18,612
Westminster,E09000033,05/04/2020,17,435
Barking and Dagenham,E09000002,06/04/2020,13,278
Barnet,E09000003,06/04/2020,38,808
Bexley,E09000004,06/04/2020,24,364
Brent,E09000005,06/04/2020,37,878
Bromley,E09000006,06/04/2020,40,638
Camden,E09000007,06/04/2020,17,365
Croydon,E09000008,06/04/2020,42,827
Ealing,E09000009,06/04/2020,30,592
Enfield,E09000010,06/04/2020,34,439
Greenwich,E09000011,06/04/2020,37,413
Hackney and City of London,E09000012,06/04/2020,25,436
Hammersmith and Fulham,E09000013,06/04/2020,16,323
Haringey,E09000014,06/04/2020,14,357
Harrow,E09000015,06/04/2020,25,545
Havering,E09000016,06/04/2020,28,351
Hillingdon,E09000017,06/04/2020,23,414
Hounslow,E09000018,06/04/2020,18,401
Islington,E09000019,06/04/2020,8,296
Kensington and Chelsea,E09000020,06/04/2020,11,311
Kingston upon Thames,E09000021,06/04/2020,13,229
Lambeth,E09000022,06/04/2020,42,776
Lewisham,E09000023,06/04/2020,46,612
Merton,E09000024,06/04/2020,37,426
Newham,E09000025,06/04/2020,44,621
Redbridge,E09000026,06/04/2020,26,396
Richmond upon Thames,E09000027,06/04/2020,11,242
Southwark,E09000028,06/04/2020,39,810
Sutton,E09000029,06/04/2020,24,338
Tower Hamlets,E09000030,06/04/2020,26,418
Waltham Forest,E09000031,06/04/2020,26,454
Wandsworth,E09000032,06/04/2020,35,647
Westminster,E09000033,06/04/2020,11,446
Barking and Dagenham,E09000002,07/04/2020,22,300
Barnet,E09000003,07/04/2020,46,854
Bexley,E09000004,07/04/2020,47,411
Brent,E09000005,07/04/2020,28,906
Bromley,E09000006,07/04/2020,38,676
Camden,E09000007,07/04/2020,20,385
Croydon,E09000008,07/04/2020,46,873
Ealing,E09000009,07/04/2020,44,636
Enfield,E09000010,07/04/2020,32,471
Greenwich,E09000011,07/04/2020,20,433
Hackney and City of London,E09000012,07/04/2020,29,465
Hammersmith and Fulham,E09000013,07/04/2020,22,345
Haringey,E09000014,07/04/2020,30,387
Harrow,E09000015,07/04/2020,29,574
Havering,E09000016,07/04/2020,37,388
Hillingdon,E09000017,07/04/2020,27,441
Hounslow,E09000018,07/04/2020,25,426
Islington,E09000019,07/04/2020,14,310
Kensington and Chelsea,E09000020,07/04/2020,19,330
Kingston upon Thames,E09000021,07/04/2020,18,247
Lambeth,E09000022,07/04/2020,40,816
Lewisham,E09000023,07/04/2020,30,642
Merton,E09000024,07/04/2020,17,443
Newham,E09000025,07/04/2020,44,665
Redbridge,E09000026,07/04/2020,54,450
Richmond upon Thames,E09000027,07/04/2020,14,256
Southwark,E09000028,07/04/2020,51,861
Sutton,E09000029,07/04/2020,29,367
Tower Hamlets,E09000030,07/04/2020,19,437
Waltham Forest,E09000031,07/04/2020,22,476
Wandsworth,E09000032,07/04/2020,25,672
Westminster,E09000033,07/04/2020,16,462
Barking and Dagenham,E09000002,08/04/2020,21,321
Barnet,E09000003,08/04/2020,49,903
Bexley,E09000004,08/04/2020,16,427
Brent,E09000005,08/04/2020,43,949
Bromley,E09000006,08/04/2020,47,723
Camden,E09000007,08/04/2020,22,407
Croydon,E09000008,08/04/2020,59,932
Ealing,E09000009,08/04/2020,36,672
Enfield,E09000010,08/04/2020,31,502
Greenwich,E09000011,08/04/2020,26,459
Hackney and City of London,E09000012,08/04/2020,19,484
Hammersmith and Fulham,E09000013,08/04/2020,19,364
Haringey,E09000014,08/04/2020,15,402
Harrow,E09000015,08/04/2020,26,600
Havering,E09000016,08/04/2020,35,423
Hillingdon,E09000017,08/04/2020,18,459
Hounslow,E09000018,08/04/2020,23,449
Islington,E09000019,08/04/2020,12,322
Kensington and Chelsea,E09000020,08/04/2020,20,350
Kingston upon Thames,E09000021,08/04/2020,21,268
Lambeth,E09000022,08/04/2020,31,847
Lewisham,E09000023,08/04/2020,29,671
Merton,E09000024,08/04/2020,16,459
Newham,E09000025,08/04/2020,38,703
Redbridge,E09000026,08/04/2020,34,484
Richmond upon Thames,E09000027,08/04/2020,9,265
Southwark,E09000028,08/04/2020,43,904
Sutton,E09000029,08/04/2020,29,396
Tower Hamlets,E09000030,08/04/2020,25,462
Waltham Forest,E09000031,08/04/2020,23,499
Wandsworth,E09000032,08/04/2020,26,698
Westminster,E09000033,08/04/2020,14,476
Barking and Dagenham,E09000002,09/04/2020,15,336
Barnet,E09000003,09/04/2020,34,937
Bexley,E09000004,09/04/2020,18,445
Brent,E09000005,09/04/2020,29,978
Bromley,E09000006,09/04/2020,33,756
Camden,E09000007,09/04/2020,17,424
Croydon,E09000008,09/04/2020,43,975
Ealing,E09000009,09/04/2020,30,702
Enfield,E09000010,09/04/2020,30,532
Greenwich,E09000011,09/04/2020,21,480
Hackney and City of London,E09000012,09/04/2020,18,502
Hammersmith and Fulham,E09000013,09/04/2020,10,374
Haringey,E09000014,09/04/2020,20,422
Harrow,E09000015,09/04/2020,30,630
Havering,E09000016,09/04/2020,26,449
Hillingdon,E09000017,09/04/2020,32,491
Hounslow,E09000018,09/04/2020,24,473
Islington,E09000019,09/04/2020,12,334
Kensington and Chelsea,E09000020,09/04/2020,18,368
Kingston upon Thames,E09000021,09/04/2020,19,287
Lambeth,E09000022,09/04/2020,34,881
Lewisham,E09000023,09/04/2020,33,704
Merton,E09000024,09/04/2020,22,481
Newham,E09000025,09/04/2020,40,743
Redbridge,E09000026,09/04/2020,33,517
Richmond upon Thames,E09000027,09/04/2020,9,274
Southwark,E09000028,09/04/2020,41,945
Sutton,E09000029,09/04/2020,23,419
Tower Hamlets,E09000030,09/04/2020,19,481
Waltham Forest,E09000031,09/04/2020,24,523
Wandsworth,E09000032,09/04/2020,24,722
Westminster,E09000033,09/04/2020,19,495
Barking and Dagenham,E09000002,10/04/2020,11,347
Barnet,E09000003,10/04/2020,21,958
Bexley,E09000004,10/04/2020,19,464
Brent,E09000005,10/04/2020,40,1018
Bromley,E09000006,10/04/2020,24,780
Camden,E09000007,10/04/2020,9,433
Croydon,E09000008,10/04/2020,25,1000
Ealing,E09000009,10/04/2020,46,748
Enfield,E09000010,10/04/2020,24,556
Greenwich,E09000011,10/04/2020,19,499
Hackney and City of London,E09000012,10/04/2020,16,518
Hammersmith and Fulham,E09000013,10/04/2020,17,391
Haringey,E09000014,10/04/2020,11,433
Harrow,E09000015,10/04/2020,27,657
Havering,E09000016,10/04/2020,26,475
Hillingdon,E09000017,10/04/2020,22,513
Hounslow,E09000018,10/04/2020,16,489
Islington,E09000019,10/04/2020,4,338
Kensington and Chelsea,E09000020,10/04/2020,11,379
Kingston upon Thames,E09000021,10/04/2020,10,297
Lambeth,E09000022,10/04/2020,17,898
Lewisham,E09000023,10/04/2020,13,717
Merton,E09000024,10/04/2020,14,495
Newham,E09000025,10/04/2020,24,767
Redbridge,E09000026,10/04/2020,11,528
Richmond upon Thames,E09000027,10/04/2020,12,286
Southwark,E09000028,10/04/2020,35,980
Sutton,E09000029,10/04/2020,14,433
Tower Hamlets,E09000030,10/04/2020,19,500
Waltham Forest,E09000031,10/04/2020,24,547
Wandsworth,E09000032,10/04/2020,29,751
Westminster,E09000033,10/04/2020,9,504
Barking and Dagenham,E09000002,11/04/2020,9,356
Barnet,E09000003,11/04/2020,20,978
Bexley,E09000004,11/04/2020,17,481
Brent,E09000005,11/04/2020,22,1040
Bromley,E09000006,11/04/2020,25,805
Camden,E09000007,11/04/2020,9,442
Croydon,E09000008,11/04/2020,23,1023
Ealing,E09000009,11/04/2020,26,774
Enfield,E09000010,11/04/2020,22,578
Greenwich,E09000011,11/04/2020,16,515
Hackney and City of London,E09000012,11/04/2020,15,533
Hammersmith and Fulham,E09000013,11/04/2020,4,395
Haringey,E09000014,11/04/2020,10,443
Harrow,E09000015,11/04/2020,15,672
Havering,E09000016,11/04/2020,18,493
Hillingdon,E09000017,11/04/2020,17,530
Hounslow,E09000018,11/04/2020,9,498
Islington,E09000019,11/04/2020,4,342
Kensington and Chelsea,E09000020,11/04/2020,4,383
Kingston upon Thames,E09000021,11/04/2020,4,301
Lambeth,E09000022,11/04/2020,47,945
Lewisham,E09000023,11/04/2020,15,732
Merton,E09000024,11/04/2020,18,513
Newham,E09000025,11/04/2020,30,797
Redbridge,E09000026,11/04/2020,14,542
Richmond upon Thames,E09000027,11/04/2020,6,292
Southwark,E09000028,11/04/2020,29,1009
Sutton,E09000029,11/04/2020,20,453
Tower Hamlets,E09000030,11/04/2020,14,514
Waltham Forest,E09000031,11/04/2020,15,562
Wandsworth,E09000032,11/04/2020,14,765
Westminster,E09000033,11/04/2020,11,515
Barking and Dagenham,E09000002,12/04/2020,18,374
Barnet,E09000003,12/04/2020,18,996
Bexley,E09000004,12/04/2020,12,493
Brent,E09000005,12/04/2020,27,1067
Bromley,E09000006,12/04/2020,13,818
Camden,E09000007,12/04/2020,8,450
Croydon,E09000008,12/04/2020,32,1055
Ealing,E09000009,12/04/2020,28,802
Enfield,E09000010,12/04/2020,22,600
Greenwich,E09000011,12/04/2020,15,530
Hackney and City of London,E09000012,12/04/2020,11,544
Hammersmith and Fulham,E09000013,12/04/2020,7,402
Haringey,E09000014,12/04/2020,12,455
Harrow,E09000015,12/04/2020,15,687
Havering,E09000016,12/04/2020,24,517
Hillingdon,E09000017,12/04/2020,12,542
Hounslow,E09000018,12/04/2020,13,511
Islington,E09000019,12/04/2020,7,349
Kensington and Chelsea,E09000020,12/04/2020,3,386
Kingston upon Thames,E09000021,12/04/2020,23,324
Lambeth,E09000022,12/04/2020,17,962
Lewisham,E09000023,12/04/2020,19,751
Merton,E09000024,12/04/2020,13,526
Newham,E09000025,12/04/2020,15,812
Redbridge,E09000026,12/04/2020,28,570
Richmond upon Thames,E09000027,12/04/2020,11,303
Southwark,E09000028,12/04/2020,12,1021
Sutton,E09000029,12/04/2020,9,462
Tower Hamlets,E09000030,12/04/2020,15,529
Waltham Forest,E09000031,12/04/2020,22,584
Wandsworth,E09000032,12/04/2020,11,776
Westminster,E09000033,12/04/2020,9,524
Barking and Dagenham,E09000002,13/04/2020,18,392
Barnet,E09000003,13/04/2020,23,1019
Bexley,E09000004,13/04/2020,12,505
Brent,E09000005,13/04/2020,26,1093
Bromley,E09000006,13/04/2020,33,851
Camden,E09000007,13/04/2020,13,463
Croydon,E09000008,13/04/2020,26,1081
Ealing,E09000009,13/04/2020,35,837
Enfield,E09000010,13/04/2020,14,614
Greenwich,E09000011,13/04/2020,12,542
Hackney and City of London,E09000012,13/04/2020,9,553
Hammersmith and Fulham,E09000013,13/04/2020,9,411
Haringey,E09000014,13/04/2020,17,472
Harrow,E09000015,13/04/2020,23,710
Havering,E09000016,13/04/2020,17,534
Hillingdon,E09000017,13/04/2020,17,559
Hounslow,E09000018,13/04/2020,9,520
Islington,E09000019,13/04/2020,7,356
Kensington and Chelsea,E09000020,13/04/2020,7,393
Kingston upon Thames,E09000021,13/04/2020,13,337
Lambeth,E09000022,13/04/2020,17,979
Lewisham,E09000023,13/04/2020,29,780
Merton,E09000024,13/04/2020,21,547
Newham,E09000025,13/04/2020,20,832
Redbridge,E09000026,13/04/2020,21,591
Richmond upon Thames,E09000027,13/04/2020,8,311
Southwark,E09000028,13/04/2020,25,1046
Sutton,E09000029,13/04/2020,57,519
Tower Hamlets,E09000030,13/04/2020,17,546
Waltham Forest,E09000031,13/04/2020,20,604
Wandsworth,E09000032,13/04/2020,17,793
Westminster,E09000033,13/04/2020,10,534
Barking and Dagenham,E09000002,14/04/2020,14,406
Barnet,E09000003,14/04/2020,21,1040
Bexley,E09000004,14/04/2020,25,530
Brent,E09000005,14/04/2020,32,1125
Bromley,E09000006,14/04/2020,22,873
Camden,E09000007,14/04/2020,9,472
Croydon,E09000008,14/04/2020,51,1132
Ealing,E09000009,14/04/2020,27,864
Enfield,E09000010,14/04/2020,37,651
Greenwich,E09000011,14/04/2020,31,573
Hackney and City of London,E09000012,14/04/2020,7,560
Hammersmith and Fulham,E09000013,14/04/2020,9,420
Haringey,E09000014,14/04/2020,10,482
Harrow,E09000015,14/04/2020,17,727
Havering,E09000016,14/04/2020,15,549
Hillingdon,E09000017,14/04/2020,17,576
Hounslow,E09000018,14/04/2020,22,542
Islington,E09000019,14/04/2020,7,363
Kensington and Chelsea,E09000020,14/04/2020,7,400
Kingston upon Thames,E09000021,14/04/2020,19,356
Lambeth,E09000022,14/04/2020,11,990
Lewisham,E09000023,14/04/2020,16,796
Merton,E09000024,14/04/2020,13,560
Newham,E09000025,14/04/2020,17,849
Redbridge,E09000026,14/04/2020,14,605
Richmond upon Thames,E09000027,14/04/2020,9,320
Southwark,E09000028,14/04/2020,21,1067
Sutton,E09000029,14/04/2020,31,550
Tower Hamlets,E09000030,14/04/2020,8,554
Waltham Forest,E09000031,14/04/2020,23,627
Wandsworth,E09000032,14/04/2020,23,816
Westminster,E09000033,14/04/2020,13,547
Barking and Dagenham,E09000002,15/04/2020,12,418
Barnet,E09000003,15/04/2020,24,1064
Bexley,E09000004,15/04/2020,19,549
Brent,E09000005,15/04/2020,30,1155
Bromley,E09000006,15/04/2020,26,899
Camden,E09000007,15/04/2020,21,493
Croydon,E09000008,15/04/2020,43,1175
Ealing,E09000009,15/04/2020,44,908
Enfield,E09000010,15/04/2020,15,666
Greenwich,E09000011,15/04/2020,16,589
Hackney and City of London,E09000012,15/04/2020,12,572
Hammersmith and Fulham,E09000013,15/04/2020,30,450
Haringey,E09000014,15/04/2020,14,496
Harrow,E09000015,15/04/2020,17,744
Havering,E09000016,15/04/2020,21,570
Hillingdon,E09000017,15/04/2020,22,598
Hounslow,E09000018,15/04/2020,17,559
Islington,E09000019,15/04/2020,11,374
Kensington and Chelsea,E09000020,15/04/2020,6,406
Kingston upon Thames,E09000021,15/04/2020,17,373
Lambeth,E09000022,15/04/2020,24,1014
Lewisham,E09000023,15/04/2020,25,821
Merton,E09000024,15/04/2020,14,574
Newham,E09000025,15/04/2020,17,866
Redbridge,E09000026,15/04/2020,12,617
Richmond upon Thames,E09000027,15/04/2020,9,329
Southwark,E09000028,15/04/2020,27,1094
Sutton,E09000029,15/04/2020,34,584
Tower Hamlets,E09000030,15/04/2020,14,568
Waltham Forest,E09000031,15/04/2020,30,657
Wandsworth,E09000032,15/04/2020,20,836
Westminster,E09000033,15/04/2020,15,562
Barking and Dagenham,E09000002,16/04/2020,12,430
Barnet,E09000003,16/04/2020,20,1084
Bexley,E09000004,16/04/2020,23,572
Brent,E09000005,16/04/2020,40,1195
Bromley,E09000006,16/04/2020,29,928
Camden,E09000007,16/04/2020,11,504
Croydon,E09000008,16/04/2020,34,1209
Ealing,E09000009,16/04/2020,26,934
Enfield,E09000010,16/04/2020,22,688
Greenwich,E09000011,16/04/2020,13,602
Hackney and City of London,E09000012,16/04/2020,6,578
Hammersmith and Fulham,E09000013,16/04/2020,25,475
Haringey,E09000014,16/04/2020,5,501
Harrow,E09000015,16/04/2020,23,767
Havering,E09000016,16/04/2020,22,592
Hillingdon,E09000017,16/04/2020,19,617
Hounslow,E09000018,16/04/2020,16,575
Islington,E09000019,16/04/2020,7,381
Kensington and Chelsea,E09000020,16/04/2020,9,415
Kingston upon Thames,E09000021,16/04/2020,20,393
Lambeth,E09000022,16/04/2020,21,1035
Lewisham,E09000023,16/04/2020,17,838
Merton,E09000024,16/04/2020,14,588
Newham,E09000025,16/04/2020,16,882
Redbridge,E09000026,16/04/2020,16,633
Richmond upon Thames,E09000027,16/04/2020,11,340
Southwark,E09000028,16/04/2020,22,1116
Sutton,E09000029,16/04/2020,23,607
Tower Hamlets,E09000030,16/04/2020,12,580
Waltham Forest,E09000031,16/04/2020,13,670
Wandsworth,E09000032,16/04/2020,20,856
Westminster,E09000033,16/04/2020,10,572
Barking and Dagenham,E09000002,17/04/2020,9,439
Barnet,E09000003,17/04/2020,21,1105
Bexley,E09000004,17/04/2020,19,591
Brent,E09000005,17/04/2020,38,1233
Bromley,E09000006,17/04/2020,26,954
Camden,E09000007,17/04/2020,11,515
Croydon,E09000008,17/04/2020,34,1243
Ealing,E09000009,17/04/2020,22,956
Enfield,E09000010,17/04/2020,36,724
Greenwich,E09000011,17/04/2020,12,614
Hackney and City of London,E09000012,17/04/2020,10,588
Hammersmith and Fulham,E09000013,17/04/2020,17,492
Haringey,E09000014,17/04/2020,7,508
Harrow,E09000015,17/04/2020,27,794
Havering,E09000016,17/04/2020,10,602
Hillingdon,E09000017,17/04/2020,33,650
Hounslow,E09000018,17/04/2020,18,593
Islington,E09000019,17/04/2020,12,393
Kensington and Chelsea,E09000020,17/04/2020,8,423
Kingston upon Thames,E09000021,17/04/2020,22,415
Lambeth,E09000022,17/04/2020,12,1047
Lewisham,E09000023,17/04/2020,29,867
Merton,E09000024,17/04/2020,21,609
Newham,E09000025,17/04/2020,16,898
Redbridge,E09000026,17/04/2020,20,653
Richmond upon Thames,E09000027,17/04/2020,7,347
Southwark,E09000028,17/04/2020,16,1132
Sutton,E09000029,17/04/2020,24,631
Tower Hamlets,E09000030,17/04/2020,3,583
Waltham Forest,E09000031,17/04/2020,11,681
Wandsworth,E09000032,17/04/2020,21,877
Westminster,E09000033,17/04/2020,8,580
Barking and Dagenham,E09000002,18/04/2020,7,446
Barnet,E09000003,18/04/2020,15,1120
Bexley,E09000004,18/04/2020,10,601
Brent,E09000005,18/04/2020,28,1261
Bromley,E09000006,18/04/2020,15,969
Camden,E09000007,18/04/2020,15,530
Croydon,E09000008,18/04/2020,33,1276
Ealing,E09000009,18/04/2020,19,975
Enfield,E09000010,18/04/2020,17,741
Greenwich,E09000011,18/04/2020,10,624
Hackney and City of London,E09000012,18/04/2020,6,594
Hammersmith and Fulham,E09000013,18/04/2020,4,496
Haringey,E09000014,18/04/2020,4,512
Harrow,E09000015,18/04/2020,15,809
Havering,E09000016,18/04/2020,11,613
Hillingdon,E09000017,18/04/2020,21,671
Hounslow,E09000018,18/04/2020,14,607
Islington,E09000019,18/04/2020,4,397
Kensington and Chelsea,E09000020,18/04/2020,6,429
Kingston upon Thames,E09000021,18/04/2020,20,435
Lambeth,E09000022,18/04/2020,17,1064
Lewisham,E09000023,18/04/2020,6,873
Merton,E09000024,18/04/2020,9,618
Newham,E09000025,18/04/2020,9,907
Redbridge,E09000026,18/04/2020,7,660
Richmond upon Thames,E09000027,18/04/2020,6,353
Southwark,E09000028,18/04/2020,17,1149
Sutton,E09000029,18/04/2020,19,650
Tower Hamlets,E09000030,18/04/2020,6,589
Waltham Forest,E09000031,18/04/2020,15,696
Wandsworth,E09000032,18/04/2020,12,889
Westminster,E09000033,18/04/2020,3,583
Barking and Dagenham,E09000002,19/04/2020,15,461
Barnet,E09000003,19/04/2020,21,1141
Bexley,E09000004,19/04/2020,21,622
Brent,E09000005,19/04/2020,21,1282
Bromley,E09000006,19/04/2020,13,982
Camden,E09000007,19/04/2020,6,536
Croydon,E09000008,19/04/2020,14,1290
Ealing,E09000009,19/04/2020,17,992
Enfield,E09000010,19/04/2020,13,754
Greenwich,E09000011,19/04/2020,8,632
Hackney and City of London,E09000012,19/04/2020,10,604
Hammersmith and Fulham,E09000013,19/04/2020,6,502
Haringey,E09000014,19/04/2020,17,529
Harrow,E09000015,19/04/2020,26,835
Havering,E09000016,19/04/2020,15,628
Hillingdon,E09000017,19/04/2020,24,695
Hounslow,E09000018,19/04/2020,23,630
Islington,E09000019,19/04/2020,1,398
Kensington and Chelsea,E09000020,19/04/2020,1,430
